ATLANTA S-Entity
on 0
the 0
waiting 0
list 0
for 0
a 0
kidney 0
, 0
the 0
ministry 0
said 0
. 0

" 0
Priority 0
for 0
patients 0
on 0
the 0
wait 0
list 0
is 0
based 0
on 0
medical 0
urgency 0
, 0
blood 0
type 0
and 0
... 0
DNA 0
type 0
matching 0
and 0
wait 0
times 0
, 0
" 0
ministry 0
spokesman 0
David 0
Jensen 0
said 0
. 0

In 0
Ontario S-Entity
, 0
a 0
deceased 0
donor 0
's 0
kidneys 0
are 0
matched 0
to 0
a 0
patient 0
on 0
the 0
waiting 0
list 0
by 0
the 0
Gift 0
of 0
Life 0
Network 0
, 0
the 0
province 0
's 0
organ 0
and 0
tissue 0
donation 0
agency 0
. 0

" 0
One 0
kidney 0
( 0
from 0
each 0
deceased 0
donor 0
) 0
is 0
allocated 0
to 0
patients 0
in 0
the 0
transplant 0
program 0
within 0
the 0
donor 0
's 0
region 0
first 0
and 0
, 0
if 0
no 0
match 0
is 0
found 0
, 0
the 0
kidney 0
is 0
then 0
allocated 0
to 0
a 0
patient 0
listed 0
at 0
another 0
provincial 0
transplant 0
program 0
, 0
" 0
Jensen 0
explained 0
. 0

" 0
The 0
other 0
kidney 0
is 0
shared 0
nationally 0
for 0
specific 0
patients 0
first 0
and 0
, 0
if 0
no 0
match 0
is 0
found 0
, 0
the 0
kidney 0
is 0
allocated 0
to 0
a 0
patient 0
at 0
a 0
provincial 0
transplant 0
program 0
. 0
" 0

Advocates 0
say 0
the 0
greatest 0
challenge 0
facing 0
Canadians S-Entity
in 0
need 0
of 0
a 0
kidney 0
transplant 0
is 0
an 0
overwhelming 0
lack 0
of 0
available 0
donors 0
. 0

" 0
The 0
need 0
for 0
organs 0
, 0
in 0
particular 0
kidneys 0
, 0
outpaces 0
the 0
supply 0
, 0
" 0
said 0
Elizabeth 0
Myles 0
, 0
national 0
executive 0
director 0
of 0
the 0
Kidney 0
Foundation 0
of 0
Canada S-Entity
. 0

There 0
were 0
over 0
0,000 0
Canadians S-Entity
on 0
the 0
kidney 0
waiting 0
list 0
in 0
0000 0
, 0
but 0
only 0
about 0
0,000 0
transplants 0
performed 0
that 0
year 0
, 0
she 0
said 0
. 0

" 0
Our 0
pool 0
for 0
available 0
kidneys 0
is 0
through 0
a 0
deceased 0
donor 0
, 0
somebody 0
who 0
has 0
registered 0
to 0
donate 0
their 0
organs 0
after 0
they 0
have 0
passed 0
away 0
, 0
( 0
but 0
) 0
only 0
about 0
three 0
per 0
cent 0
of 0
deaths 0
qualify 0
for 0
organ 0
transplant 0
, 0
" 0
Myles 0
said 0
. 0

" 0
And 0
then 0
there 0
's 0
the 0
living 0
donors 0
… 0

but 0
that 0
is 0
certainly 0
not 0
a 0
decision 0
that 0
somebody 0
would 0
make 0
lightly 0
. 0

The 0
kidney 0
is 0
a 0
complicated 0
part 0
of 0
your 0
larger 0
body 0
so 0
there 0
is 0
a 0
lot 0
of 0
challenges 0
or 0
steps 0
one 0
needs 0
to 0
go 0
to 0
. 0
" 0

Patients 0
often 0
have 0
a 0
loved 0
one 0
willing 0
to 0
donate 0
a 0
kidney 0
, 0
but 0
they 0
may 0
not 0
be 0
a 0
match 0
, 0
said 0
Myles 0
. 0

Canadian S-Entity
Blood 0
Services 0
runs 0
a 0
kidney 0
" 0
exchange 0
" 0
program 0
, 0
however 0
, 0
that 0
connects 0
mismatched 0
pairs 0
of 0
donors 0
and 0
recipients 0
with 0
people 0
they 0
do 0
match 0
with 0
. 0

For 0
instance 0
, 0
if 0
someone 0
wants 0
to 0
donate 0
a 0
kidney 0
to 0
their 0
partner 0
but 0
they 0
are 0
not 0
a 0
match 0
, 0
Blood 0
Services 0
will 0
connect 0
the 0
couple 0
with 0
another 0
set 0
of 0
donor 0
- 0
recipient 0
candidates 0
who 0
do 0
n't 0
match 0
each 0
other 0
but 0
could 0
benefit 0
from 0
the 0
partner 0
's 0
kidney 0
. 0

This 0
donation 0
chain 0
can 0
include 0
several 0
pairs 0
of 0
people 0
exchanging 0
kidneys 0
, 0
Myles 0
said 0
. 0

In 0
Rozen 0
's 0
case 0
, 0
doctors 0
have 0
ruled 0
out 0
his 0
wife 0
and 0
his 0
brother 0
- 0
in 0
- 0
law 0
as 0
potential 0
donors 0
because 0
they 0
are 0
not 0
healthy 0
enough 0
to 0
survive 0
with 0
only 0
one 0
kidney 0
, 0
Rozen 0
said 0
. 0

" 0
Everybody 0
else 0
in 0
my 0
family 0
, 0
most 0
of 0
them 0
are 0
dead 0
so 0
I 0
just 0
do 0
n't 0
have 0
anybody 0
else 0
, 0
" 0
he 0
said 0
. 0

Rozen 0
's 0
wife 0
, 0
Julia 0
, 0
has 0
consequently 0
taken 0
on 0
the 0
search 0
for 0
a 0
donor 0
, 0
posting 0
flyers 0
around 0
Toronto S-Entity
asking 0
for 0
help 0
. 0

She 0
was 0
inspired 0
by 0
a 0
recent 0
story 0
about 0
a 0
New B-Entity
Jersey E-Entity
man 0
who 0
went 0
to 0
Disneyworld 0
wearing 0
a 0
T 0
- 0
shirt 0
emblazoned 0
with 0
his 0
phone 0
number 0
and 0
the 0
words 0
, 0
" 0
In 0
need 0
of 0
kidney 0
O 0
Positive 0
. 0
" 0

Photos 0
of 0
the 0
man 0
were 0
shared 0
on 0
social 0
media 0
and 0
, 0
ultimately 0
, 0
led 0
to 0
him 0
finding 0
a 0
donor 0
, 0
the 0
Washington S-Entity
Post 0
reported 0
. 0

" 0
She 0
said 0
, 0
' 0
well 0
if 0
he 0
can 0
do 0
it 0
, 0
I 0
can 0
do 0
something 0
similar 0
, 0
' 0
" 0
Rozen 0
said 0
, 0
noting 0
that 0
his 0
family 0
has 0
since 0
received 0
six 0
or 0
seven 0
calls 0
from 0
people 0
who 0
want 0
to 0
help 0
but 0
have 0
yet 0
to 0
be 0
approved 0
for 0
donation 0
by 0
a 0
doctor 0
. 0

" 0
What 0
is 0
going 0
to 0
happen 0
to 0
me 0
tomorrow 0
or 0
the 0
next 0
day 0
? 0

I 0
do 0
n't 0
know 0
, 0
" 0
he 0
said 0
. 0

" 0
You 0
just 0
hope 0
for 0
the 0
best 0
. 0
" 0

— 0
With 0
files 0
from 0
Nicole 0
Thompson 0
. 0

By 0
Peter 0
Goffin 0
, 0
The 0
Canadian S-Entity
Press 0
. 0

TIJUANA S-Entity
& 0
SAN B-Entity
DIEGO E-Entity
, 0
, 0
MARCH 0
00 0
, 0
0000 0
-- 0

The 0
Mexican S-Entity
government 0
announced 0
Monday 0
that 0
work 0
will 0
start 0
in 0
00 0
days 0
to 0
improve 0
Tijuana S-Entity
's 0
sewage 0
and 0
wastewater 0
infrastructure 0
along 0
the 0
border 0
. 0
" 0

Works 0
intended 0
to 0
strength 0
sewage 0
and 0
wastewater 0
infrastructure 0
on 0
the 0
Tijuana B-Entity
River E-Entity
in 0
Baja B-Entity
California E-Entity
will 0
start 0
in 0
00 0
days 0
, 0
" 0
said 0
Roberto 0
Ramirez 0
Parra 0
, 0
director 0
of 0
the 0
National 0
Water 0
Commission 0
. 0

“ 0

This 0
is 0
an 0
effort 0
to 0
put 0
an 0
end 0
the 0
health 0
crises 0
that 0
the 0
has 0
been 0
facing 0
. 0

” 0
municipality 0
Ongoing 0
sewage 0
spills 0
causing 0
beach 0
closures 0
and 0
making 0
people 0
sick 0
in 0
Imperial B-Entity
Beach E-Entity
have 0
prompted 0
lawsuits 0
and 0
demands 0
for 0
action 0
for 0
more 0
than 0
a 0
year 0
. 0

Read 0
more 0
at 0
Timesofsandiego B-Entity

Did 0

You 0
Like 0
this 0
Article 0
? 0

Get 0
All 0
the 0
Water 0
Industry 0
News 0
Delivered 0
to 0
Your 0
Inbox 0
or 0
Mailbox 0
. 0

Photo 0
: 0

Adrian 0
Walker 0
Executive 0
Director 0
, 0
Jamaica S-Entity
Cancer 0
Society 0
, 0
Yulit 0
Gordon 0
, 0
addresses 0
recent 0
JIS 0
‘ 0
Think 0
Tank’ 0
. 0

Story 0
Highlights 0

In 0
observance 0
of 0
World 0
Cancer 0
Awareness 0
Day 0
on 0
Friday 0
, 0
April 0
0 0
, 0
the 0
Jamaica S-Entity
Cancer 0
Society 0
will 0
be 0
coordinating 0
a 0
number 0
of 0
activities 0
, 0
with 0
the 0
key 0
focus 0
being 0
on 0
screenings 0
. 0

Speaking 0
with 0
JIS 0
News 0
, 0
Executive 0
Director 0
of 0
the 0
Jamaica S-Entity
Cancer 0
Society 0
, 0
Yulit 0
Gordon 0
, 0
outlined 0
that 0
the 0
focus 0
this 0
year 0
is 0
on 0
women 0
, 0
due 0
to 0
the 0
fact 0
that 0
cervical 0
cancer 0
has 0
become 0
a 0
major 0
concern 0
. 0

“ 0

It 0
is 0
the 0
second 0
leading 0
cause 0
of 0
cancer 0
- 0
related 0
deaths 0
among 0
Jamaican S-Entity
women 0
, 0
affecting 0
mainly 0
those 0
between 0
the 0
ages 0
of 0
00 0
and 0
00 0
years 0
, 0
” 0
she 0
noted 0
. 0

In 0
observance 0
of 0
World 0
Cancer 0
Awareness 0
Day 0
on 0
Friday 0
, 0
April 0
0 0
, 0
the 0
Jamaica S-Entity
Cancer 0
Society 0
will 0
be 0
coordinating 0
a 0
number 0
of 0
activities 0
, 0
with 0
the 0
key 0
focus 0
being 0
on 0
screenings 0
. 0

Speaking 0
with 0
JIS 0
News 0
, 0
Executive 0
Director 0
of 0
the 0
Jamaica S-Entity
Cancer 0
Society 0
, 0
Yulit 0
Gordon 0
, 0
outlined 0
that 0
the 0
focus 0
this 0
year 0
is 0
on 0
women 0
, 0
due 0
to 0
the 0
fact 0
that 0
cervical 0
cancer 0
has 0
become 0
a 0
major 0
concern 0
. 0

“ 0

It 0
is 0
the 0
second 0
leading 0
cause 0
of 0
cancer 0
- 0
related 0
deaths 0
among 0
Jamaican S-Entity
women 0
, 0
affecting 0
mainly 0
those 0
between 0
the 0
ages 0
of 0
00 0
and 0
00 0
years 0
, 0
” 0
she 0
noted 0
. 0

Cervical 0
cancer 0
can 0
very 0
often 0
be 0
successfully 0
treated 0
when 0
it 0
is 0
discovered 0
early 0
by 0
carrying 0
out 0
a 0
pap 0
smear 0
to 0
determine 0
whether 0
there 0
is 0
the 0
presence 0
of 0
the 0
human 0
papillomavirus 0
( 0
HPV 0
) 0

It 0
is 0
usually 0
recommended 0
that 0
women 0
over 0
the 0
age 0
of 0
00 0
get 0
screened 0
annually 0
in 0
order 0
to 0
detect 0
any 0
cell 0
abnormalities 0
in 0
the 0
cervix 0
. 0

On 0
April 0
0 0
, 0
the 0
Cancer 0
Society 0
will 0
be 0
offering 0
pap 0
smear 0
testing 0
at 0
a 0
reduced 0
rate 0
of 0
$ 0
0,000 0
to 0
members 0
of 0
the 0
Society 0
and 0
$ 0
0,000 0
to 0
non 0
- 0
members 0
. 0

All 0
major 0
health 0
insurance 0
cards 0
will 0
be 0
accepted 0
and 0
the 0
first 0
00 0
women 0
who 0
arrive 0
on 0
the 0
day 0
for 0
screening 0
will 0
be 0
tested 0
at 0
no 0
cost 0
. 0

The 0
Jamaica S-Entity
Cancer 0
Society 0
is 0
a 0
non 0
- 0
profit 0
, 0
non 0
- 0
governmental 0
organisation 0
( 0
NGO 0
) 0
with 0
a 0
mission 0
to 0
“ 0
eliminate 0
cancer 0
as 0
a 0
major 0
health 0
problem 0
in 0
Jamaica S-Entity
” 0
, 0
through 0
cancer 0
education 0
, 0
counselling 0
and 0
outreach 0
initiatives 0
. 0

The 0
mother 0
of 0
a 0
severely 0
disabled 0
nine 0
- 0
year 0
- 0
old 0
child 0
who 0
was 0
raped 0
says 0
the 0
police 0
have 0
failed 0
her 0
. 0

Noma 0
( 0
not 0
her 0
real 0
name 0
) 0
opened 0
a 0
case 0
of 0
rape 0
at 0
the 0
Delft S-Entity
police 0
station 0
in 0
May 0
0000 0
. 0

She 0
said 0
she 0
received 0
an 0
SMS 0
in 0
August 0
saying 0
that 0
the 0
case 0
was 0
withdrawn 0
. 0

“ 0

I 0
was 0
surprised 0
because 0
I 0
had 0
never 0
gone 0
to 0
court 0
and 0
the 0
investigating 0
officer 0
told 0
me 0
that 0
the 0
case 0
was 0
dropped 0
on 0
00 0
June 0
already 0
. 0

No 0
one 0
told 0
me 0
about 0
the 0
court 0
case 0

‚ 0
” 0
said 0
Noma 0
. 0

Noma 0
said 0
she 0
had 0
been 0
bathing 0
her 0
daughter 0
when 0
she 0
noticed 0
something 0
was 0
wrong 0
. 0

Her 0
daughter 0
can 0
not 0
walk 0
or 0
talk 0
and 0
wears 0
a 0
nappy 0
because 0
she 0
can 0
not 0
indicate 0
when 0
she 0
needs 0
the 0
toilet 0
. 0

“ 0

At 0
first 0
I 0
would 0
notice 0
that 0
she 0
came 0
home 0
and 0
slept 0
… 0

She 0
also 0
had 0
baby 0
powder 0
in 0
her 0
underparts 0
and 0
I 0
assumed 0
they 0
[ 0
the 0
day 0
care 0
facility 0
] 0
did 0
not 0
change 0
her 0
nappy 0
in 0
time 0
and 0
she 0
had 0
a 0
rash 0
‚ 0
” 0
said 0
Noma 0
. 0

She 0
went 0
to 0
call 0
her 0
older 0
neighbour 0
who 0
told 0
her 0
to 0
go 0
to 0
the 0
nearest 0
clinic 0
. 0

The 0
clinic 0
referred 0
her 0
to 0
Karl B-Entity
Bremer M-Entity
Hospital E-Entity
. 0

A 0
doctor 0
confirmed 0
that 0
her 0
daughter 0
had 0
been 0
raped 0
and 0
that 0
it 0
had 0
probably 0
happened 0
many 0
times 0
. 0

No 0
counselling 0
was 0
ever 0
offered 0
to 0
her 0
or 0
her 0
daughter 0
. 0

“ 0

I 0
am 0
hurt 0
because 0
I 0
do 0
n’t 0
know 0
how 0
she 0
feels 0
because 0
unlike 0
me 0
she 0
can 0
not 0
speak 0
about 0
what 0
happened 0
‚ 0
” 0
says 0
Noma 0
. 0

“ 0

I 0
cry 0
because 0
I 0
can 0
only 0
imagine 0
the 0
pain 0
she 0
is 0
feeling 0
. 0

” 0

Noma 0
had 0
moved 0
out 0
of 0
an 0
informal 0
settlement 0
in 0
Khayelitsha S-Entity
to 0
live 0
in 0
Delft S-Entity
after 0
the 0
Social 0
Justice 0
Coalition 0
had 0
helped 0
her 0
secure 0
an 0
RDP 0
flat 0
. 0

But 0
because 0
she 0
no 0
longer 0
feels 0
it 0
is 0
safe 0
to 0
take 0
her 0
child 0
to 0
the 0
day 0
care 0
facility 0
‚ 0

she 0
has 0
now 0
moved 0
back 0
to 0
Khayelitsha S-Entity
where 0
her 0
unemployed 0
sister 0
can 0
look 0
after 0
the 0
child 0
. 0

Noma 0
works 0
as 0
a 0
domestic 0
worker 0
during 0
the 0
day 0
. 0

She 0
said 0
the 0
only 0
time 0
her 0
child 0
was 0
in 0
contact 0
with 0
males 0
was 0
at 0
school 0
. 0

Noma 0
said 0
she 0
was 0
picked 0
up 0
by 0
the 0
male 0
driver 0
at 0
home 0
and 0
the 0
crèche 0
also 0
had 0
male 0
caretakers 0
. 0

The 0
owner 0
of 0
of 0
the 0
special 0
needs 0
school 0
told 0
GroundUp 0
that 0
the 0
police 0
had 0
not 0
asked 0
any 0
of 0
her 0
staff 0
to 0
give 0
DNA 0
. 0

“ 0

I 0
am 0
willing 0
to 0
send 0
my 0
carers 0
for 0
a 0
DNA 0
test 0
. 0

I 0
feel 0
for 0
mom 0
and 0
daughter 0
because 0
I 0
am 0
a 0
mother 0
. 0

I 0
do 0
hope 0
the 0
perpetrator 0
who 0
did 0
this 0
will 0
get 0
caught 0
‚ 0
” 0
said 0
the 0
owner 0
. 0

She 0
said 0
at 0
the 0
time 0
the 0
school 0
had 0
two 0
male 0
carers 0
plus 0
the 0
driver 0
‚ 0

but 0
both 0
the 0
carers 0
have 0
since 0
left 0
because 0
“ 0
they 0
got 0
better 0
jobs 0
” 0
. 0

When 0
asked 0
whether 0
there 0
was 0
any 0
possibility 0
that 0
the 0
incident 0
could 0
have 0
happened 0
at 0
the 0
school 0
premises 0

‚ 0
she 0
said 0

‚ 0

“ 0

No 0
‚ 0
it 0
did 0
not 0
happen 0
here 0
at 0
our 0
centre 0
. 0

Our 0
centre 0
is 0
open 0
plan 0
and 0
everybody 0
can 0
see 0
each 0
other 0
. 0

” 0

Western B-Entity
Cape E-Entity
SAPS 0
spokesperson 0
Sergeant 0
Noloyiso 0
Rwexana 0
said 0
a 0
case 0
of 0
rape 0
had 0
been 0
opened 0
and 0
was 0
later 0
withdrawn 0
in 0
court 0
. 0

She 0
said 0
according 0
to 0
standard 0
procedure 0
the 0
victims 0
and 0
the 0
caregivers 0
are 0
informed 0
about 0
the 0
outcome 0
of 0
the 0
case 0
and 0
that 0
the 0
same 0
procedure 0
was 0
followed 0
by 0
the 0
investigating 0
officer 0
in 0
Noma 0
’s 0
case 0
. 0

Western B-Entity
Cape E-Entity
spokesperson 0
for 0
the 0
National 0
Prosecuting 0
Authority 0
Eric 0
Ntabazalila 0
told 0
GroundUp 0
that 0
no 0
consultation 0
was 0
possible 0
as 0
the 0
victim 0
can 0
not 0
walk 0
or 0
talk 0
. 0

“ 0

She 0
was 0
taken 0
to 0
the 0
doctor 0
who 0
confirmed 0
that 0
there 0
were 0
old 0
tears 0
to 0
the 0
vagina 0
‚ 0
” 0
he 0
said 0
. 0

“ 0

She 0
could 0
not 0
identify 0
an 0
accused 0
. 0

The 0
police 0
could 0
therefore 0
not 0
proceed 0
with 0
further 0
investigation 0
. 0

” 0

He 0
said 0
according 0
to 0
the 0
statements 0
in 0
the 0
docket 0
she 0
came 0
to 0
Cape B-Entity
Town E-Entity
after 0
she 0
was 0
in 0
the 0
Eastern B-Entity
Cape E-Entity
for 0
one 0
month 0
. 0

It 0
is 0
therefore 0
unknown 0
whether 0
she 0
was 0
raped 0
there 0
or 0
in 0
Cape B-Entity
Town E-Entity
. 0

“ 0
Samples 0
[ 0
of 0
DNA 0
] 0
were 0
collected 0
from 0
the 0
child 0
but 0
seeing 0
that 0
the 0
identity 0
of 0
the 0
accused 0
is 0
unknown 0

‚ 0
there 0
is 0
nothing 0
to 0
compare 0
it 0
with 0
‚ 0
” 0
said 0
Ntabazalila 0
. 0

Noma 0
said 0
her 0
daughter 0
never 0
went 0
with 0
her 0
to 0
Eastern B-Entity
Cape E-Entity
. 0

When 0
she 0
went 0
to 0
her 0
father 0
’s 0
funeral 0
in 0
April 0
she 0
had 0
left 0
her 0
daughter 0
behind 0
to 0
stay 0
with 0
her 0
cousin 0
. 0

“ 0

Do 0
children 0
with 0
disabilities 0
have 0
no 0
rights 0

‚ 0
does 0
this 0
mean 0
anyone 0
can 0
do 0
as 0
they 0
please 0
with 0
them 0
and 0
not 0
be 0
held 0
responsible 0
? 0

… 0

My 0
child 0
‚ 0
my 0
innocent 0
child 0
was 0
wronged 0
and 0
the 0
people 0
who 0
are 0
supposed 0
to 0
help 0
are 0
the 0
very 0
same 0
people 0
who 0
have 0
deserted 0
her 0
‚ 0

” 0
said 0
Noma 0
. 0

* 0

This 0
article 0
was 0
originally 0
published 0
by 0

Royal 0
Wedding 0
fever 0
is 0
at 0
fever 0
pitch 0
, 0
with 0
Harry 0
and 0
Meghan 0
's 0
nuptials 0
just 0
around 0
the 0
corner 0
. 0

And 0
to 0
celebrate 0
, 0
Iceland S-Entity
has 0
released 0
their 0
own 0
version 0
of 0
the 0
royal 0
cake 0
. 0

Iceland S-Entity
have 0
announced 0
they 0
will 0
be 0
stocking 0
a 0
handmade 0
elderflower 0
and 0
lemon 0
cake 0
, 0
which 0
will 0
be 0
available 0
in 0
store 0
from 0
the 0
00 0
May 0
for 0
one 0
week 0
only 0
, 0
and 0
will 0
cost 0
0.00 0
. 0

Which 0
is 0
a 0
tiny 0
slice 0
of 0
the 0
proposed 0
price 0
, 0
which 0
has 0
been 0
priced 0
at 0
00,000 0
. 0

There 0
will 0
only 0
be 0
a 0
limited 0
amount 0
of 0
cakes 0
available 0
in 0
each 0
store 0
, 0
so 0
you 0
'll 0
need 0
to 0
be 0
quick 0
if 0
you 0
want 0
to 0
grab 0
yours 0
. 0

We 0
think 0
it 0
'll 0
go 0
down 0
a 0
treat 0
this 0

May 0
Read 0

More 0
Iceland S-Entity
’s 0

two 0
tiered 0
, 0
three 0
layered 0
, 0
light 0
lemon 0
sponge 0
is 0
filled 0
with 0
elderflower 0
butter 0
cream 0
, 0
Sicilian S-Entity
lemon 0
curd 0
and 0
has 0
been 0
finished 0
with 0
shimmered 0
chocolate 0
pearls 0
, 0
which 0
is 0
incredibly 0
similar 0
to 0
the 0
Royal S-Entity
couples 0
cake 0
. 0

Neil 0
Nugent 0
, 0
Head 0
Chef 0
at 0
Iceland S-Entity
, 0
said 0
: 0
“ 0
We 0
want 0
our 0
customers 0
to 0
enjoy 0
the 0
Royal S-Entity
wedding 0
celebrations 0
in 0
style 0
and 0
what 0
better 0
way 0
to 0
do 0
that 0
than 0
raising 0
a 0
glass 0
of 0
champagne 0
to 0
the 0
newlyweds 0
and 0
having 0
a 0
slice 0
of 0
their 0
actual 0
wedding 0
cake 0
– 0
well 0
, 0
kind 0
of 0
. 0
Read 0
More 0
“ 0

The 0
cake 0
features 0
everything 0
the 0
royal 0
couple 0
has 0
asked 0
for 0
including 0
a 0
shimmery 0
finish 0
with 0
chocolate 0
pearls 0
, 0
light 0
sponge 0
and 0
fragrant 0
buttercream 0
. 0

I 0
’d 0
also 0
recommend 0
adding 0
some 0
wild 0
flowers 0
decorations 0
to 0
keep 0
up 0
the 0
royal 0
theme 0
. 0

” 0

The 0
wedding 0
itself 0
takes 0
place 0
on 0
00 0
May 0
in 0
St B-Entity
George M-Entity
’s M-Entity
Chapel E-Entity
at 0
Windsor B-Entity
Castle E-Entity
. 0

So 0
make 0
sure 0
you 0
grab 0
your 0
very 0
own 0
wedding 0
cake 0
as 0
soon 0
as 0
you 0
can 0
to 0
toast 0
the 0
happy 0
couple 0
. 0

The 0
A000 S-Entity
heading 0
south 0
from 0
the 0
Air 0
Balloon 0
roundabout 0
will 0
be 0
hit 0
by 0
an 0
00-mile 0
road 0
closure 0
this 0
evening 0
as 0
the 0
Highways 0
Agency 0
continues 0
to 0
tackle 0
the 0
county 0
's 0
pothole 0
problem 0
. 0

The 0
A000 S-Entity
southbound 0
carriageway 0
from 0
the 0
Air 0
Balloon 0
roundabout 0
to 0
the 0
A000 B-Entity
Cirencester E-Entity
junction 0
will 0
close 0
from 0
0 0
pm 0
tonight 0
. 0

A 0
lengthy 0
diversion 0
will 0
be 0
in 0
place 0
via 0
the 0
A000 S-Entity
, 0
A00 0
and 0
A000 S-Entity
, 0
doubling 0
the 0
distance 0
from 0
the 0
Air 0
Balloon 0
to 0
Cirencester S-Entity
. 0

The 0
A000 S-Entity
from 0
Air 0
Balloon 0
roundabout 0
to 0
Cirencester S-Entity
will 0
be 0
closed 0
tonight 0

Read 0

More 0
The 0
00-mile 0
road 0
closure 0
will 0
affect 0
people 0
travelling 0
to 0
Cirencester S-Entity
from 0
Gloucester S-Entity
and 0
Cheltenham S-Entity
, 0
potentially 0
doubling 0
journey 0
times 0
. 0

The 0
Highways 0
Agency 0
said 0
the 0
road 0
closure 0
is 0
necessary 0
for 0
emergency 0
repairs 0
to 0
be 0
made 0
to 0
the 0
road 0
's 0
surface 0
. 0

The 0
00-mile 0
diversion 0
could 0
double 0
the 0
journey 0
time 0
. 0

The 0
road 0
will 0
reopen 0
at 0
0 0
am 0
tomorrow 0
morning 0
. 0

In 0
March 0
it 0
was 0
reported 0
that 0
0,000 0
potholes 0
were 0
recorded 0
since 0
the 0
beginning 0
of 0
this 0
year 0
. 0

The 0
county 0
council 0
was 0
recently 0
handed 0
000,000 0
on 0
top 0
of 0
the 0
0.0million 0
secured 0
in 0
March 0
this 0
year 0
to 0
help 0
repair 0
potholes 0
on 0
the 0
county 0
's 0
ravaged 0
roads 0
. 0

A 0
Nenagh S-Entity
councillor 0
has 0
said 0
that 0
he 0
can 0
not 0
stand 0
over 0
some 0
of 0
the 0
houses 0
in 0
Tipperary B-Entity
County M-Entity
Council E-Entity
's 0
Housing 0
Assistance 0
Payment 0
( 0
HAP 0
) 0
scheme 0
in 0
the 0
Nenagh S-Entity
district 0
. 0

HAP 0
is 0
a 0
form 0
of 0
social 0
housing 0
support 0
provided 0
by 0
all 0
local 0
authorities 0
under 0
which 0
they 0
can 0
provide 0
housing 0
assistance 0
to 0
households 0
with 0
a 0
long 0
- 0
term 0
housing 0
need 0
, 0
including 0
many 0
long 0
- 0
term 0
rent 0
supplement 0
recipients 0
. 0

There 0
are 0
00 0
HAP 0
contracts 0
in 0
Nenagh B-Entity
Municipal M-Entity
District E-Entity
area 0
, 0
according 0
to 0
figures 0
released 0
to 0
local 0
councillors 0
at 0
Nenagh S-Entity
MDC 0
. 0

However 0
, 0
Cllr 0
Seamus 0
Morris 0
has 0
said 0
that 0
there 0
is 0
a 0
need 0
for 0
the 0
council 0
to 0
increase 0
its 0
inspections 0
of 0
properties 0
in 0
the 0
scheme 0
. 0
Housing 0
officer 0
Clare 0
Curley 0
agreed 0
that 0
there 0
was 0
a 0
need 0
to 0
increase 0
inspections 0
and 0
revealed 0
that 0
the 0
council 0
was 0
to 0
employ 0
extra 0
staff 0
to 0
carry 0
out 0
inspections 0
. 0

Meanwhile 0
, 0
figures 0
show 0
that 0
there 0
are 0
000 0
approved 0
applicants 0
on 0
the 0
Nenagh S-Entity
MDC 0
housing 0
list 0
with 0
just 0
a 0
total 0
of 0
00 0
vacant 0
houses 0
at 0
various 0
stages 0
of 0
work 0
. 0

Some 0
00 0
per 0
cent 0
of 0
the 0
applicants 0
are 0
either 0
in 0
the 0
HAPs 0
scheme 0
or 0
the 0
Rent 0
Allowance 0
Scheme 0
( 0
RAS 0
) 0
. 0

The 0
highest 0
number 0
of 0
applicants 0
are 0
in 0
Nenagh S-Entity
at 0
000 0
, 0
with 0
00 0
in 0
Ballina S-Entity
, 0
00 0
in 0
Newport S-Entity
, 0
00 0
in 0
Cloughjordan S-Entity
. 0

There 0
are 0
00 0
applicants 0
in 0
Portroe S-Entity
with 0
00 0
in 0
Toomevara S-Entity
. 0

Ardcroney 0
has 0
00 0
applications 0
on 0
the 0
list 0
. 0

The 0
council 0
has 0
agreed 0
00 0
house 0
purchases 0
so 0
far 0
in 0
0000 0
, 0
with 0
two 0
sales 0
closed 0
. 0

Reacting 0
to 0
the 0
figures 0
, 0
Cllr 0
Morris 0
said 0
that 0
developers 0
needed 0
€ 0
000,000 0
per 0
house 0
“ 0
or 0
they 0
ca 0
n't 0
sell 0
a 0
house 0
in 0
Nenagh S-Entity
” 0
. 0

He 0
urged 0
the 0
council 0
to 0
keep 0
the 0
land 0
around 0
the 0
former 0
military 0
barracks 0
on 0
the 0
“ 0
back 0
burner 0
” 0
for 0
housing 0
. 0

He 0
was 0
concerned 0
that 0
some 0
people 0
ca 0
n't 0
go 0
on 0
the 0
housing 0
list 0
because 0
they 0
are 0
“ 0
just 0
over 0
the 0
€ 0
00,000 0
income 0
limit 0
” 0
. 0

Ms 0
Curley 0
said 0
that 0
the 0
military 0
barracks 0
site 0
was 0
“ 0
too 0
complex 0
a 0
site 0
” 0
and 0
that 0
it 0
was 0
“ 0
not 0
just 0
about 0
housing 0
” 0
. 0

She 0
agreed 0
there 0
was 0
a 0
need 0
to 0
look 0
at 0
other 0
landbanks 0
around 0
the 0
area 0
, 0
but 0
pointed 0
out 0
that 0
there 0
was 0
also 0
a 0
need 0
for 0
confidentiality 0
. 0

The 0
housing 0
